,id,datetime_end,label,filename
0,45,2020-02-04 12:00:00+00:00,0,BTCUSDT_1h_00000045_0
0,46,2020-02-04 13:00:00+00:00,0,BTCUSDT_1h_00000046_0
0,47,2020-02-04 14:00:00+00:00,0,BTCUSDT_1h_00000047_0
0,48,2020-02-04 15:00:00+00:00,0,BTCUSDT_1h_00000048_0
0,49,2020-02-04 16:00:00+00:00,0,BTCUSDT_1h_00000049_0
0,50,2020-02-04 17:00:00+00:00,0,BTCUSDT_1h_00000050_0
0,51,2020-02-04 18:00:00+00:00,0,BTCUSDT_1h_00000051_0
0,52,2020-02-04 19:00:00+00:00,1,BTCUSDT_1h_00000052_1
0,53,2020-02-04 20:00:00+00:00,1,BTCUSDT_1h_00000053_1
0,54,2020-02-04 21:00:00+00:00,0,BTCUSDT_1h_00000054_0
0,55,2020-02-04 22:00:00+00:00,1,BTCUSDT_1h_00000055_1
0,56,2020-02-04 23:00:00+00:00,1,BTCUSDT_1h_00000056_1
0,57,2020-02-05 00:00:00+00:00,1,BTCUSDT_1h_00000057_1
0,58,2020-02-05 01:00:00+00:00,0,BTCUSDT_1h_00000058_0
0,59,2020-02-05 02:00:00+00:00,1,BTCUSDT_1h_00000059_1
0,60,2020-02-05 03:00:00+00:00,1,BTCUSDT_1h_00000060_1
0,61,2020-02-05 04:00:00+00:00,1,BTCUSDT_1h_00000061_1
0,62,2020-02-05 05:00:00+00:00,1,BTCUSDT_1h_00000062_1
0,63,2020-02-05 06:00:00+00:00,1,BTCUSDT_1h_00000063_1
0,64,2020-02-05 07:00:00+00:00,1,BTCUSDT_1h_00000064_1
0,65,2020-02-05 08:00:00+00:00,1,BTCUSDT_1h_00000065_1
0,66,2020-02-05 09:00:00+00:00,1,BTCUSDT_1h_00000066_1
0,67,2020-02-05 10:00:00+00:00,1,BTCUSDT_1h_00000067_1
0,68,2020-02-05 11:00:00+00:00,1,BTCUSDT_1h_00000068_1
0,69,2020-02-05 12:00:00+00:00,1,BTCUSDT_1h_00000069_1
0,70,2020-02-05 13:00:00+00:00,1,BTCUSDT_1h_00000070_1
0,71,2020-02-05 14:00:00+00:00,1,BTCUSDT_1h_00000071_1
0,72,2020-02-05 15:00:00+00:00,1,BTCUSDT_1h_00000072_1
0,73,2020-02-05 16:00:00+00:00,1,BTCUSDT_1h_00000073_1
0,74,2020-02-05 17:00:00+00:00,1,BTCUSDT_1h_00000074_1
0,75,2020-02-05 18:00:00+00:00,1,BTCUSDT_1h_00000075_1
0,76,2020-02-05 19:00:00+00:00,1,BTCUSDT_1h_00000076_1
0,77,2020-02-05 20:00:00+00:00,1,BTCUSDT_1h_00000077_1
0,78,2020-02-05 21:00:00+00:00,1,BTCUSDT_1h_00000078_1
0,79,2020-02-05 22:00:00+00:00,1,BTCUSDT_1h_00000079_1
0,80,2020-02-05 23:00:00+00:00,1,BTCUSDT_1h_00000080_1
0,81,2020-02-06 00:00:00+00:00,1,BTCUSDT_1h_00000081_1
0,82,2020-02-06 01:00:00+00:00,1,BTCUSDT_1h_00000082_1
0,83,2020-02-06 02:00:00+00:00,1,BTCUSDT_1h_00000083_1
0,84,2020-02-06 03:00:00+00:00,1,BTCUSDT_1h_00000084_1
0,85,2020-02-06 04:00:00+00:00,0,BTCUSDT_1h_00000085_0
0,86,2020-02-06 05:00:00+00:00,0,BTCUSDT_1h_00000086_0
0,87,2020-02-06 06:00:00+00:00,0,BTCUSDT_1h_00000087_0
0,88,2020-02-06 07:00:00+00:00,0,BTCUSDT_1h_00000088_0
0,89,2020-02-06 08:00:00+00:00,0,BTCUSDT_1h_00000089_0
0,90,2020-02-06 09:00:00+00:00,1,BTCUSDT_1h_00000090_1
0,91,2020-02-06 10:00:00+00:00,1,BTCUSDT_1h_00000091_1
0,92,2020-02-06 11:00:00+00:00,1,BTCUSDT_1h_00000092_1
0,93,2020-02-06 12:00:00+00:00,1,BTCUSDT_1h_00000093_1
0,94,2020-02-06 13:00:00+00:00,1,BTCUSDT_1h_00000094_1
0,95,2020-02-06 14:00:00+00:00,1,BTCUSDT_1h_00000095_1
0,96,2020-02-06 15:00:00+00:00,1,BTCUSDT_1h_00000096_1
0,97,2020-02-06 16:00:00+00:00,1,BTCUSDT_1h_00000097_1
0,98,2020-02-06 17:00:00+00:00,1,BTCUSDT_1h_00000098_1
0,99,2020-02-06 18:00:00+00:00,1,BTCUSDT_1h_00000099_1
0,100,2020-02-06 19:00:00+00:00,1,BTCUSDT_1h_00000100_1
0,101,2020-02-06 20:00:00+00:00,1,BTCUSDT_1h_00000101_1
0,102,2020-02-06 21:00:00+00:00,1,BTCUSDT_1h_00000102_1
0,103,2020-02-06 22:00:00+00:00,0,BTCUSDT_1h_00000103_0
0,104,2020-02-06 23:00:00+00:00,1,BTCUSDT_1h_00000104_1
0,105,2020-02-07 00:00:00+00:00,0,BTCUSDT_1h_00000105_0
0,106,2020-02-07 01:00:00+00:00,1,BTCUSDT_1h_00000106_1
0,107,2020-02-07 02:00:00+00:00,1,BTCUSDT_1h_00000107_1
0,108,2020-02-07 03:00:00+00:00,1,BTCUSDT_1h_00000108_1
0,109,2020-02-07 04:00:00+00:00,1,BTCUSDT_1h_00000109_1
0,110,2020-02-07 05:00:00+00:00,1,BTCUSDT_1h_00000110_1
0,111,2020-02-07 06:00:00+00:00,0,BTCUSDT_1h_00000111_0
0,112,2020-02-07 07:00:00+00:00,1,BTCUSDT_1h_00000112_1
0,113,2020-02-07 08:00:00+00:00,1,BTCUSDT_1h_00000113_1
0,114,2020-02-07 09:00:00+00:00,1,BTCUSDT_1h_00000114_1
0,115,2020-02-07 10:00:00+00:00,1,BTCUSDT_1h_00000115_1
0,116,2020-02-07 11:00:00+00:00,1,BTCUSDT_1h_00000116_1
0,117,2020-02-07 12:00:00+00:00,0,BTCUSDT_1h_00000117_0
0,118,2020-02-07 13:00:00+00:00,1,BTCUSDT_1h_00000118_1
0,119,2020-02-07 14:00:00+00:00,1,BTCUSDT_1h_00000119_1
0,120,2020-02-07 15:00:00+00:00,1,BTCUSDT_1h_00000120_1
0,121,2020-02-07 16:00:00+00:00,1,BTCUSDT_1h_00000121_1
0,122,2020-02-07 17:00:00+00:00,0,BTCUSDT_1h_00000122_0
0,123,2020-02-07 18:00:00+00:00,1,BTCUSDT_1h_00000123_1
0,124,2020-02-07 19:00:00+00:00,0,BTCUSDT_1h_00000124_0
0,125,2020-02-07 20:00:00+00:00,0,BTCUSDT_1h_00000125_0
0,126,2020-02-07 21:00:00+00:00,0,BTCUSDT_1h_00000126_0
0,127,2020-02-07 22:00:00+00:00,1,BTCUSDT_1h_00000127_1
0,128,2020-02-07 23:00:00+00:00,1,BTCUSDT_1h_00000128_1
0,129,2020-02-08 00:00:00+00:00,0,BTCUSDT_1h_00000129_0
0,130,2020-02-08 01:00:00+00:00,0,BTCUSDT_1h_00000130_0
0,131,2020-02-08 02:00:00+00:00,0,BTCUSDT_1h_00000131_0
0,132,2020-02-08 03:00:00+00:00,0,BTCUSDT_1h_00000132_0
0,133,2020-02-08 04:00:00+00:00,0,BTCUSDT_1h_00000133_0
0,134,2020-02-08 05:00:00+00:00,0,BTCUSDT_1h_00000134_0
0,135,2020-02-08 06:00:00+00:00,1,BTCUSDT_1h_00000135_1
0,136,2020-02-08 07:00:00+00:00,1,BTCUSDT_1h_00000136_1
0,137,2020-02-08 08:00:00+00:00,0,BTCUSDT_1h_00000137_0
0,138,2020-02-08 09:00:00+00:00,1,BTCUSDT_1h_00000138_1
0,139,2020-02-08 10:00:00+00:00,1,BTCUSDT_1h_00000139_1
0,140,2020-02-08 11:00:00+00:00,1,BTCUSDT_1h_00000140_1
0,141,2020-02-08 12:00:00+00:00,1,BTCUSDT_1h_00000141_1
0,142,2020-02-08 13:00:00+00:00,1,BTCUSDT_1h_00000142_1
0,143,2020-02-08 14:00:00+00:00,1,BTCUSDT_1h_00000143_1
0,144,2020-02-08 15:00:00+00:00,1,BTCUSDT_1h_00000144_1
0,145,2020-02-08 16:00:00+00:00,1,BTCUSDT_1h_00000145_1
0,146,2020-02-08 17:00:00+00:00,1,BTCUSDT_1h_00000146_1
0,147,2020-02-08 18:00:00+00:00,1,BTCUSDT_1h_00000147_1
0,148,2020-02-08 19:00:00+00:00,1,BTCUSDT_1h_00000148_1
0,149,2020-02-08 20:00:00+00:00,1,BTCUSDT_1h_00000149_1
0,150,2020-02-08 21:00:00+00:00,1,BTCUSDT_1h_00000150_1
0,151,2020-02-08 22:00:00+00:00,1,BTCUSDT_1h_00000151_1
0,152,2020-02-08 23:00:00+00:00,1,BTCUSDT_1h_00000152_1
0,153,2020-02-09 00:00:00+00:00,1,BTCUSDT_1h_00000153_1
0,154,2020-02-09 01:00:00+00:00,1,BTCUSDT_1h_00000154_1
0,155,2020-02-09 02:00:00+00:00,1,BTCUSDT_1h_00000155_1
0,156,2020-02-09 03:00:00+00:00,1,BTCUSDT_1h_00000156_1
0,157,2020-02-09 04:00:00+00:00,1,BTCUSDT_1h_00000157_1
0,158,2020-02-09 05:00:00+00:00,1,BTCUSDT_1h_00000158_1
0,159,2020-02-09 06:00:00+00:00,1,BTCUSDT_1h_00000159_1
0,160,2020-02-09 07:00:00+00:00,1,BTCUSDT_1h_00000160_1
0,161,2020-02-09 08:00:00+00:00,1,BTCUSDT_1h_00000161_1
0,162,2020-02-09 09:00:00+00:00,1,BTCUSDT_1h_00000162_1
0,163,2020-02-09 10:00:00+00:00,1,BTCUSDT_1h_00000163_1
0,164,2020-02-09 11:00:00+00:00,1,BTCUSDT_1h_00000164_1
0,165,2020-02-09 12:00:00+00:00,1,BTCUSDT_1h_00000165_1
0,166,2020-02-09 13:00:00+00:00,1,BTCUSDT_1h_00000166_1
0,167,2020-02-09 14:00:00+00:00,1,BTCUSDT_1h_00000167_1
0,168,2020-02-09 15:00:00+00:00,0,BTCUSDT_1h_00000168_0
0,169,2020-02-09 16:00:00+00:00,1,BTCUSDT_1h_00000169_1
0,170,2020-02-09 17:00:00+00:00,0,BTCUSDT_1h_00000170_0
0,171,2020-02-09 18:00:00+00:00,0,BTCUSDT_1h_00000171_0
0,172,2020-02-09 19:00:00+00:00,0,BTCUSDT_1h_00000172_0
0,173,2020-02-09 20:00:00+00:00,0,BTCUSDT_1h_00000173_0
0,174,2020-02-09 21:00:00+00:00,0,BTCUSDT_1h_00000174_0
0,175,2020-02-09 22:00:00+00:00,0,BTCUSDT_1h_00000175_0
0,176,2020-02-09 23:00:00+00:00,1,BTCUSDT_1h_00000176_1
0,177,2020-02-10 00:00:00+00:00,1,BTCUSDT_1h_00000177_1
0,178,2020-02-10 01:00:00+00:00,1,BTCUSDT_1h_00000178_1
0,179,2020-02-10 02:00:00+00:00,1,BTCUSDT_1h_00000179_1
0,180,2020-02-10 03:00:00+00:00,0,BTCUSDT_1h_00000180_0
0,181,2020-02-10 04:00:00+00:00,0,BTCUSDT_1h_00000181_0
0,182,2020-02-10 05:00:00+00:00,0,BTCUSDT_1h_00000182_0
0,183,2020-02-10 06:00:00+00:00,0,BTCUSDT_1h_00000183_0
0,184,2020-02-10 07:00:00+00:00,0,BTCUSDT_1h_00000184_0
0,185,2020-02-10 08:00:00+00:00,0,BTCUSDT_1h_00000185_0
0,186,2020-02-10 09:00:00+00:00,0,BTCUSDT_1h_00000186_0
0,187,2020-02-10 10:00:00+00:00,0,BTCUSDT_1h_00000187_0
0,188,2020-02-10 11:00:00+00:00,0,BTCUSDT_1h_00000188_0
0,189,2020-02-10 12:00:00+00:00,0,BTCUSDT_1h_00000189_0
0,190,2020-02-10 13:00:00+00:00,0,BTCUSDT_1h_00000190_0
0,191,2020-02-10 14:00:00+00:00,0,BTCUSDT_1h_00000191_0
0,192,2020-02-10 15:00:00+00:00,1,BTCUSDT_1h_00000192_1
0,193,2020-02-10 16:00:00+00:00,0,BTCUSDT_1h_00000193_0
0,194,2020-02-10 17:00:00+00:00,0,BTCUSDT_1h_00000194_0
0,195,2020-02-10 18:00:00+00:00,0,BTCUSDT_1h_00000195_0
0,196,2020-02-10 19:00:00+00:00,0,BTCUSDT_1h_00000196_0
0,197,2020-02-10 20:00:00+00:00,1,BTCUSDT_1h_00000197_1
0,198,2020-02-10 21:00:00+00:00,1,BTCUSDT_1h_00000198_1
0,199,2020-02-10 22:00:00+00:00,0,BTCUSDT_1h_00000199_0
0,200,2020-02-10 23:00:00+00:00,1,BTCUSDT_1h_00000200_1
0,201,2020-02-11 00:00:00+00:00,0,BTCUSDT_1h_00000201_0
0,202,2020-02-11 01:00:00+00:00,0,BTCUSDT_1h_00000202_0
0,203,2020-02-11 02:00:00+00:00,0,BTCUSDT_1h_00000203_0
0,204,2020-02-11 03:00:00+00:00,0,BTCUSDT_1h_00000204_0
0,205,2020-02-11 04:00:00+00:00,0,BTCUSDT_1h_00000205_0
0,206,2020-02-11 05:00:00+00:00,0,BTCUSDT_1h_00000206_0
0,207,2020-02-11 06:00:00+00:00,0,BTCUSDT_1h_00000207_0
0,208,2020-02-11 07:00:00+00:00,0,BTCUSDT_1h_00000208_0
0,209,2020-02-11 08:00:00+00:00,0,BTCUSDT_1h_00000209_0
0,210,2020-02-11 09:00:00+00:00,0,BTCUSDT_1h_00000210_0
0,211,2020-02-11 10:00:00+00:00,1,BTCUSDT_1h_00000211_1
0,212,2020-02-11 11:00:00+00:00,0,BTCUSDT_1h_00000212_0
0,213,2020-02-11 12:00:00+00:00,1,BTCUSDT_1h_00000213_1
0,214,2020-02-11 13:00:00+00:00,1,BTCUSDT_1h_00000214_1
0,215,2020-02-11 14:00:00+00:00,1,BTCUSDT_1h_00000215_1
0,216,2020-02-11 15:00:00+00:00,1,BTCUSDT_1h_00000216_1
0,217,2020-02-11 16:00:00+00:00,1,BTCUSDT_1h_00000217_1
0,218,2020-02-11 17:00:00+00:00,1,BTCUSDT_1h_00000218_1
0,219,2020-02-11 18:00:00+00:00,1,BTCUSDT_1h_00000219_1
0,220,2020-02-11 19:00:00+00:00,1,BTCUSDT_1h_00000220_1
0,221,2020-02-11 20:00:00+00:00,1,BTCUSDT_1h_00000221_1
0,222,2020-02-11 21:00:00+00:00,1,BTCUSDT_1h_00000222_1
0,223,2020-02-11 22:00:00+00:00,1,BTCUSDT_1h_00000223_1
0,224,2020-02-11 23:00:00+00:00,1,BTCUSDT_1h_00000224_1
0,225,2020-02-12 00:00:00+00:00,1,BTCUSDT_1h_00000225_1
0,226,2020-02-12 01:00:00+00:00,1,BTCUSDT_1h_00000226_1
0,227,2020-02-12 02:00:00+00:00,1,BTCUSDT_1h_00000227_1
0,228,2020-02-12 03:00:00+00:00,0,BTCUSDT_1h_00000228_0
0,229,2020-02-12 04:00:00+00:00,1,BTCUSDT_1h_00000229_1
0,230,2020-02-12 05:00:00+00:00,1,BTCUSDT_1h_00000230_1
0,231,2020-02-12 06:00:00+00:00,1,BTCUSDT_1h_00000231_1
0,232,2020-02-12 07:00:00+00:00,1,BTCUSDT_1h_00000232_1
0,233,2020-02-12 08:00:00+00:00,1,BTCUSDT_1h_00000233_1
0,234,2020-02-12 09:00:00+00:00,1,BTCUSDT_1h_00000234_1
0,235,2020-02-12 10:00:00+00:00,0,BTCUSDT_1h_00000235_0
0,236,2020-02-12 11:00:00+00:00,1,BTCUSDT_1h_00000236_1
0,237,2020-02-12 12:00:00+00:00,1,BTCUSDT_1h_00000237_1
0,238,2020-02-12 13:00:00+00:00,1,BTCUSDT_1h_00000238_1
0,239,2020-02-12 14:00:00+00:00,1,BTCUSDT_1h_00000239_1
0,240,2020-02-12 15:00:00+00:00,0,BTCUSDT_1h_00000240_0
0,241,2020-02-12 16:00:00+00:00,1,BTCUSDT_1h_00000241_1
0,242,2020-02-12 17:00:00+00:00,0,BTCUSDT_1h_00000242_0
0,243,2020-02-12 18:00:00+00:00,1,BTCUSDT_1h_00000243_1
0,244,2020-02-12 19:00:00+00:00,1,BTCUSDT_1h_00000244_1
0,245,2020-02-12 20:00:00+00:00,1,BTCUSDT_1h_00000245_1
0,246,2020-02-12 21:00:00+00:00,1,BTCUSDT_1h_00000246_1
0,247,2020-02-12 22:00:00+00:00,0,BTCUSDT_1h_00000247_0
0,248,2020-02-12 23:00:00+00:00,0,BTCUSDT_1h_00000248_0
0,249,2020-02-13 00:00:00+00:00,1,BTCUSDT_1h_00000249_1
0,250,2020-02-13 01:00:00+00:00,1,BTCUSDT_1h_00000250_1
0,251,2020-02-13 02:00:00+00:00,1,BTCUSDT_1h_00000251_1
0,252,2020-02-13 03:00:00+00:00,1,BTCUSDT_1h_00000252_1
0,253,2020-02-13 04:00:00+00:00,1,BTCUSDT_1h_00000253_1
0,254,2020-02-13 05:00:00+00:00,1,BTCUSDT_1h_00000254_1
0,255,2020-02-13 06:00:00+00:00,1,BTCUSDT_1h_00000255_1
0,256,2020-02-13 07:00:00+00:00,0,BTCUSDT_1h_00000256_0
0,257,2020-02-13 08:00:00+00:00,0,BTCUSDT_1h_00000257_0
0,258,2020-02-13 09:00:00+00:00,0,BTCUSDT_1h_00000258_0
0,259,2020-02-13 10:00:00+00:00,0,BTCUSDT_1h_00000259_0
0,260,2020-02-13 11:00:00+00:00,0,BTCUSDT_1h_00000260_0
0,261,2020-02-13 12:00:00+00:00,0,BTCUSDT_1h_00000261_0
0,262,2020-02-13 13:00:00+00:00,0,BTCUSDT_1h_00000262_0
0,263,2020-02-13 14:00:00+00:00,0,BTCUSDT_1h_00000263_0
0,264,2020-02-13 15:00:00+00:00,0,BTCUSDT_1h_00000264_0
0,265,2020-02-13 16:00:00+00:00,0,BTCUSDT_1h_00000265_0
0,266,2020-02-13 17:00:00+00:00,0,BTCUSDT_1h_00000266_0
0,267,2020-02-13 18:00:00+00:00,0,BTCUSDT_1h_00000267_0
0,268,2020-02-13 19:00:00+00:00,1,BTCUSDT_1h_00000268_1
0,269,2020-02-13 20:00:00+00:00,1,BTCUSDT_1h_00000269_1
0,270,2020-02-13 21:00:00+00:00,1,BTCUSDT_1h_00000270_1
0,271,2020-02-13 22:00:00+00:00,1,BTCUSDT_1h_00000271_1
0,272,2020-02-13 23:00:00+00:00,1,BTCUSDT_1h_00000272_1
0,273,2020-02-14 00:00:00+00:00,0,BTCUSDT_1h_00000273_0
0,274,2020-02-14 01:00:00+00:00,0,BTCUSDT_1h_00000274_0
0,275,2020-02-14 02:00:00+00:00,1,BTCUSDT_1h_00000275_1
0,276,2020-02-14 03:00:00+00:00,1,BTCUSDT_1h_00000276_1
0,277,2020-02-14 04:00:00+00:00,1,BTCUSDT_1h_00000277_1
0,278,2020-02-14 05:00:00+00:00,0,BTCUSDT_1h_00000278_0
0,279,2020-02-14 06:00:00+00:00,0,BTCUSDT_1h_00000279_0
0,280,2020-02-14 07:00:00+00:00,0,BTCUSDT_1h_00000280_0
0,281,2020-02-14 08:00:00+00:00,0,BTCUSDT_1h_00000281_0
0,282,2020-02-14 09:00:00+00:00,0,BTCUSDT_1h_00000282_0
0,283,2020-02-14 10:00:00+00:00,1,BTCUSDT_1h_00000283_1
0,284,2020-02-14 11:00:00+00:00,1,BTCUSDT_1h_00000284_1
0,285,2020-02-14 12:00:00+00:00,0,BTCUSDT_1h_00000285_0
0,286,2020-02-14 13:00:00+00:00,0,BTCUSDT_1h_00000286_0
0,287,2020-02-14 14:00:00+00:00,1,BTCUSDT_1h_00000287_1
0,288,2020-02-14 15:00:00+00:00,1,BTCUSDT_1h_00000288_1
0,289,2020-02-14 16:00:00+00:00,1,BTCUSDT_1h_00000289_1
0,290,2020-02-14 17:00:00+00:00,1,BTCUSDT_1h_00000290_1
0,291,2020-02-14 18:00:00+00:00,1,BTCUSDT_1h_00000291_1
0,292,2020-02-14 19:00:00+00:00,1,BTCUSDT_1h_00000292_1
0,293,2020-02-14 20:00:00+00:00,1,BTCUSDT_1h_00000293_1
0,294,2020-02-14 21:00:00+00:00,1,BTCUSDT_1h_00000294_1
0,295,2020-02-14 22:00:00+00:00,1,BTCUSDT_1h_00000295_1
0,296,2020-02-14 23:00:00+00:00,1,BTCUSDT_1h_00000296_1
0,297,2020-02-15 00:00:00+00:00,1,BTCUSDT_1h_00000297_1
0,298,2020-02-15 01:00:00+00:00,0,BTCUSDT_1h_00000298_0
0,299,2020-02-15 02:00:00+00:00,0,BTCUSDT_1h_00000299_0
0,300,2020-02-15 03:00:00+00:00,0,BTCUSDT_1h_00000300_0
0,301,2020-02-15 04:00:00+00:00,0,BTCUSDT_1h_00000301_0
0,302,2020-02-15 05:00:00+00:00,0,BTCUSDT_1h_00000302_0
0,303,2020-02-15 06:00:00+00:00,0,BTCUSDT_1h_00000303_0
0,304,2020-02-15 07:00:00+00:00,0,BTCUSDT_1h_00000304_0
0,305,2020-02-15 08:00:00+00:00,0,BTCUSDT_1h_00000305_0
0,306,2020-02-15 09:00:00+00:00,0,BTCUSDT_1h_00000306_0
0,307,2020-02-15 10:00:00+00:00,0,BTCUSDT_1h_00000307_0
0,308,2020-02-15 11:00:00+00:00,0,BTCUSDT_1h_00000308_0
0,309,2020-02-15 12:00:00+00:00,0,BTCUSDT_1h_00000309_0
0,310,2020-02-15 13:00:00+00:00,0,BTCUSDT_1h_00000310_0
0,311,2020-02-15 14:00:00+00:00,0,BTCUSDT_1h_00000311_0
0,312,2020-02-15 15:00:00+00:00,0,BTCUSDT_1h_00000312_0
0,313,2020-02-15 16:00:00+00:00,0,BTCUSDT_1h_00000313_0
0,314,2020-02-15 17:00:00+00:00,0,BTCUSDT_1h_00000314_0
0,315,2020-02-15 18:00:00+00:00,0,BTCUSDT_1h_00000315_0
0,316,2020-02-15 19:00:00+00:00,0,BTCUSDT_1h_00000316_0
0,317,2020-02-15 20:00:00+00:00,0,BTCUSDT_1h_00000317_0
0,318,2020-02-15 21:00:00+00:00,0,BTCUSDT_1h_00000318_0
0,319,2020-02-15 22:00:00+00:00,0,BTCUSDT_1h_00000319_0
0,320,2020-02-15 23:00:00+00:00,0,BTCUSDT_1h_00000320_0
0,321,2020-02-16 00:00:00+00:00,0,BTCUSDT_1h_00000321_0
0,322,2020-02-16 01:00:00+00:00,0,BTCUSDT_1h_00000322_0
0,323,2020-02-16 02:00:00+00:00,1,BTCUSDT_1h_00000323_1
0,324,2020-02-16 03:00:00+00:00,1,BTCUSDT_1h_00000324_1
0,325,2020-02-16 04:00:00+00:00,1,BTCUSDT_1h_00000325_1
0,326,2020-02-16 05:00:00+00:00,1,BTCUSDT_1h_00000326_1
0,327,2020-02-16 06:00:00+00:00,1,BTCUSDT_1h_00000327_1
0,328,2020-02-16 07:00:00+00:00,1,BTCUSDT_1h_00000328_1
0,329,2020-02-16 08:00:00+00:00,1,BTCUSDT_1h_00000329_1
0,330,2020-02-16 09:00:00+00:00,1,BTCUSDT_1h_00000330_1
0,331,2020-02-16 10:00:00+00:00,1,BTCUSDT_1h_00000331_1
0,332,2020-02-16 11:00:00+00:00,0,BTCUSDT_1h_00000332_0
0,333,2020-02-16 12:00:00+00:00,0,BTCUSDT_1h_00000333_0
0,334,2020-02-16 13:00:00+00:00,0,BTCUSDT_1h_00000334_0
0,335,2020-02-16 14:00:00+00:00,0,BTCUSDT_1h_00000335_0
0,336,2020-02-16 15:00:00+00:00,0,BTCUSDT_1h_00000336_0
0,337,2020-02-16 16:00:00+00:00,0,BTCUSDT_1h_00000337_0
0,338,2020-02-16 17:00:00+00:00,0,BTCUSDT_1h_00000338_0
0,339,2020-02-16 18:00:00+00:00,0,BTCUSDT_1h_00000339_0
0,340,2020-02-16 19:00:00+00:00,0,BTCUSDT_1h_00000340_0
0,341,2020-02-16 20:00:00+00:00,0,BTCUSDT_1h_00000341_0
0,342,2020-02-16 21:00:00+00:00,0,BTCUSDT_1h_00000342_0
0,343,2020-02-16 22:00:00+00:00,0,BTCUSDT_1h_00000343_0
0,344,2020-02-16 23:00:00+00:00,0,BTCUSDT_1h_00000344_0
0,345,2020-02-17 00:00:00+00:00,0,BTCUSDT_1h_00000345_0
0,346,2020-02-17 01:00:00+00:00,0,BTCUSDT_1h_00000346_0
0,347,2020-02-17 02:00:00+00:00,1,BTCUSDT_1h_00000347_1
0,348,2020-02-17 03:00:00+00:00,1,BTCUSDT_1h_00000348_1
0,349,2020-02-17 04:00:00+00:00,0,BTCUSDT_1h_00000349_0
